,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,generalisd,legend,Shape_Length,Shape_Area,urbanareas_2021,cropland_2021,rangeland_2021,managed_pasture_2021
10814,Chalcorana raniceps,1,1,1,Louise Hobin,2017,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),4.029139058975906,0.6189002701698045,0.0006981991572170526,0.3553211884349502,0.058413926424900474,0.06711591545512567
10815,Chalcorana raniceps,1,1,1,IUCN,2017,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),5.675199269904022,1.0990733997980062,0.0005953131795077935,0.17424873031437849,0.005304950014514884,0.018852039794470997
10816,Chalcorana raniceps,1,1,1,IUCN,2017,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),5.05950982198206,1.5184694576965412,0.00017736522629286083,0.05404391848678669,0.0012317372734520803,0.00010526443241498011
10817,Chalcorana raniceps,1,1,1,IUCN,2017,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),0.906635139098087,0.06541000855346059,0.0,0.33217023801622997,0.025381441269547965,0.04094062166135396
10818,Chalcorana raniceps,1,1,1,IUCN,2017,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),3.6095017146363633,0.9942097898951484,4.279372619830609e-18,0.05705149358037894,0.0049607982684927035,0.003634220739656075
10819,Chalcorana raniceps,1,1,1,IUCN,2017,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),3.465941039003745,0.9351154479315269,0.00044628395333278154,0.4962402377513571,0.012069066847245142,0.07957742036233052
10820,Chalcorana raniceps,1,1,1,IUCN,2017,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),3.9780096993936396,1.2222421296461232,0.006627379642793589,0.30805283004519046,0.00744879028110302,0.08143163293808059
10821,Chalcorana raniceps,1,1,1,Louise Hobin,2017,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),0.5802568911212005,0.023269630390430944,0.0,0.25819325522289943,0.033777239493478405,0.022817389834358496
10822,Cophixalus aenigma,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.2495200507563825,0.0036879781899943295,0.0,1.0394628588983323e-05,0.2762334942817688,0.004109764471650124
10823,Cophixalus aenigma,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.39445599340397075,0.005917890908083508,0.00197768397629261,0.014153526164591312,0.0750967487692833,0.003976300358772278
10824,Cophixalus aenigma,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.6281967552339803,0.020876093289276962,0.0017845304953392441,0.01864952492278984,0.27883629655790254,0.02030741279722982
10825,Cophixalus hosmeri,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.6234628724281499,0.01901062043229526,0.0017845304953392441,0.01864952492278984,0.27883629655790254,0.02030741279722982
10826,Cophixalus mcdonaldi,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.11210272200453548,0.001000018329709852,0.016172670241327188,0.005789136718982851,0.4236522511704206,0.10354214928224337
10827,Cophixalus neglectus,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.18849367825317348,0.0028273205294077797,0.002649774309247732,0.06206892430782318,0.016860874369740486,0.07172240316867828
10828,Cophixalus neglectus,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.18849367802932948,0.002827320522692303,0.002649774309247732,0.06206892430782318,0.016860874369740486,0.07172240316867828
10829,Crinia parinsignifera,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.918156106088016,0.024889348607394873,0.07714655554856323,0.01236803168098602,3.018996763951294e-10,0.047536355173839105
10830,Crinia parinsignifera,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),2.8193293176946908,0.15077843198986152,0.0033889193859972812,0.01574172945299901,0.019475154134978745,0.037373571003218226
10831,Crinia parinsignifera,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),94.8805878587559,106.822592418907,0.008064518521898819,0.22373225011893313,0.37000890730668173,0.024493584170835594
10832,Crinia remota,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature),0,Extant (resident),6.423607650327188,0.9213450365378626,0.0014546816447931381,0.04573014502187847,0.005963805641345602,0.010471519572897901
10833,Crinia remota,1,1,1,Janice Chanson,2019,IUCN (International Union for Conservation of Nature),0,Extant (resident),4.851800867388458,0.191184221924301,0.00023364380629813575,0.0,0.0011218083759104043,0.0
10834,Crinia remota,1,1,1,Janice Chanson,2019,IUCN (International Union for Conservation of Nature),0,Extant (resident),3.9693785329517692,0.13859599009034007,0.00018245520945381105,8.684118776331385e-05,0.43590691460792363,0.016582420275135876
10835,Crinia remota,1,1,1,Janice Chanson,2019,IUCN (International Union for Conservation of Nature),0,Extant (resident),6.571020389139137,0.47977175839433966,8.902663920056658e-05,0.0001871728087950315,0.4155674632943237,0.011209858283191073
10836,Crinia remota,1,1,1,Janice Chanson,2019,IUCN (International Union for Conservation of Nature),0,Extant (resident),118.30175474467259,58.55853202675552,0.0003262690961241843,0.0033710763420654283,0.5298785975098161,0.0021578849291382088
10837,Crinia riparia,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.8426148512181484,0.14094048078302693,0.002643551781267839,0.25636200777277024,0.5026552941997856,0.0
10838,Crinia signifera,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),183.29622395827138,105.31645626740776,0.007877346935072712,0.24256948592987723,0.253818482887634,0.027011585561330452
10839,Crinia sloanei,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.94331652397019,0.15353513106679711,0.0060032117213817465,0.5302060310698397,0.1461360309748364,0.0654488884116431
10840,Crinia sloanei,4,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extinct,13.889158775511815,4.90128236455898,0.002826107795030017,0.6108113500668361,0.18677552368305336,0.023481954420372198
10841,Crinia tasmaniensis,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),14.165511370729153,2.5331690478656737,0.0008106939083297608,0.007435569141017288,0.009550846601727028,0.008154704887537998
10842,Crinia tasmaniensis,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.34338483204039644,0.009383126977369337,0.00032389093192575615,0.032004580380035855,0.0568305797052564,0.007990137320222733
10843,Crinia tasmaniensis,4,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extinct,28.610393546762246,3.8880219310402633,0.0036596697533201796,0.045202894286329745,0.06448819661763554,0.03317064300390098
10844,Cyclorana alboguttatus,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),103.4570453687103,160.45171560130285,0.0012065513694073911,0.043971006311343305,0.6028518304095711,0.007084370476911483
10845,Cyclorana australis,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),142.07073728753082,114.59753161201284,0.00012784543336982692,0.0012299433062240967,0.5296398603835151,0.0005466739897787515
10846,Cyclorana australis,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),3.4364903743983897,0.1425451943290002,0.00018245520945381105,8.684118776331385e-05,0.43590691460792363,0.016582420275135876
10847,Cyclorana australis,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),5.686463216704627,0.4800744904189816,8.902663920056658e-05,0.0001871728087950315,0.4155674632943237,0.011209858283191073
10848,Cyclorana brevipes,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),102.8699718308925,152.50765510565518,0.001281778220473549,0.05044286227808738,0.5979252407041142,0.007776458647511901
10849,Cyclorana cultripes,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),81.60553599730939,207.95869702303685,3.647131005601656e-05,0.02135847240587361,0.5652472888165029,0.0005242811148996795
10850,Cyclorana longipes,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),134.37497964208455,73.76984391154288,0.00016734181255112428,0.0017623660676462035,0.6506045611087654,0.0008577190793833406
10851,Cyclorana maculosa,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),31.289276275108055,42.891794791020885,3.645836169128837e-05,0.0008863035997945365,0.7287461431309072,0.00059615494311586
10852,Cyclorana maini,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),72.77460301992039,157.92526409803594,2.7846047387985735e-05,3.8653039540221646e-05,0.34386417100917005,8.855867872379842e-20
10853,Cyclorana manya,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),17.41064190743687,14.395894345489603,1.1435315524311764e-16,9.813003586592875e-05,0.6649511814324814,0.0004074192527056122
10854,Cyclorana novaehollandiae,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),88.41746486213079,151.28891913338,0.0003687275620881173,0.034446362356983784,0.5787710561423389,0.004896299620112257
10855,Cyclorana vagitus,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),3.6149964309794815,0.9002885761158669,0.0001346269374905315,0.0010844177536769933,0.8447979779855121,0.0
10856,Cyclorana vagitus,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),9.155916748029808,3.8131393563213254,3.16240419926643e-05,6.626041545493826e-11,0.8933772764353884,0.0
10857,Cyclorana verrucosa,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),36.36269956855643,93.9553155708823,0.00012615485475864287,0.06521588513073506,0.5883530200609713,0.001759151133903114
10858,Dicamptodon aterrimus,1,1,1,IUCN,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),16.458613312213057,6.190122515917462,0.0014969721762300037,0.07878558119857648,0.12520564663269163,0.022687818596207634
10859,Dicamptodon copei,1,1,1,Lauren Warr,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),33.652252759920515,4.045894500056226,0.014565416160493767,0.034790164892247843,0.02694746287092875,0.03197285608680757
10860,Dicamptodon ensatus,1,1,1,Lauren Warr,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),13.950659570013572,1.6481636306075471,0.0712530818618278,0.059024334162783694,0.11282942875049609,0.09717444153942895
10861,Gastrophryne mazatlanensis,1,1,1,Paulina Arias Caballero-CONABIO,2015,IUCN (International Union for Conservation of Nature) & CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad),0,Extant (resident),47.79203115339509,15.547235014961537,0.0029552116494097726,0.12104085318097785,0.36387513133213695,0.015689580569648497
10862,Gastrophryne mazatlanensis,1,1,1,Paulina Arias Caballero-CONABIO,2015,IUCN (International Union for Conservation of Nature) & CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad),0,Extant (resident),10.57396394157627,4.997190188022247,0.01797802146450599,0.07841976486743835,0.4661839706467686,0.0
10863,Gastrophryne olivacea,1,1,1,Lauren Warr,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),124.82634557168538,139.96177614754197,,,,
10864,Geocrinia laevis,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.42420865956344667,0.007428438559265572,0.0,0.0,0.0,0.0
10865,Geocrinia laevis,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.716189604401126,0.11492450505220662,0.00010619099143102056,0.036447335846537546,0.07564682005257811,0.005446063238643516
10866,Geocrinia laevis,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.9385605497169398,0.27880437940722874,0.0018120967340450383,0.6414154355345504,0.13759891495188442,0.011657363642340093
10867,Geocrinia laevis,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),26.236484137916328,6.247188018769548,0.0031470778700141266,0.03863291438595088,0.055448297093420716,0.028405880829867478
10868,Geocrinia laevis,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),8.972525908963405,1.5862126837724257,0.0017126536813278014,0.3734130607173622,0.12284070749543403,0.02782354927867218
10869,Geocrinia leai,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),14.441771406139958,3.540985646773763,0.013739121472649479,0.18609556209175215,0.15036563182821774,0.05921504164989717
10870,Geocrinia rosea,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),2.219984109797755,0.23561654263419493,0.00022598749044434017,0.028872228013575894,0.12412039301837165,0.014614910950053146
10871,Hemiphractus bubalus,1,1,1,Grace Reyes-Ortega,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),10.556114756011587,2.5749620781252562,0.002524676883594552,0.03079483321182267,0.002279934264598337,0.016284625568230342
10872,Hemiphractus bubalus,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.6627116806217672,0.03494917480322466,0.001185969934042448,0.03474619204351836,0.0028682434475368695,0.06799330951510586
10873,Hemiphractus bubalus,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.6627116808801516,0.034949174830477076,0.003235721029341221,0.04989200830459595,0.009956065565347672,0.34585320949554443
10874,Hemiphractus bubalus,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.22595997207707125,0.00406299179768946,0.0,0.0,1.7894950360641815e-05,0.0
